Article,Abstract,Core sentence from abstract,,(In)correct,,Core sentence from article,,,(In)correct,,Similar?,Claim?,Multiple sentences?,,Use for AIDA rewrite?
/articles.txt.I-N/J_Med_Internet_Res/J_Med_Internet_Res_2014_Feb_17_16(2)_e50.txt,"Workplace bullying is a prevalent problem in contemporary work places that has adverse effects on both the victims of bullying and organizations. With the rapid development of computer technology in recent years, there is an urgent need to prove whether item response theory–based computerized adaptive testing (CAT) can be applied to measure exposure to workplace bullying. The purpose of this study was to evaluate the relative efficiency and measurement precision of a CAT-based test for hospital nurses compared to traditional nonadaptive testing (NAT). Under the preliminary conditions of a single domain derived from the scale, a CAT module bullying scale model with polytomously scored items is provided as an example for evaluation purposes. A total of 300 nurses were recruited and responded to the 22-item Negative Acts Questionnaire-Revised (NAQ-R). All NAT (or CAT-selected) items were calibrated with the Rasch rating scale model and all respondents were randomly selected for a comparison of the advantages of CAT and NAT in efficiency and precision by paired t tests and the area under the receiver operating characteristic curve (AUROC). The NAQ-R is a unidimensional construct that can be applied to measure exposure to workplace bullying through CAT-based administration. Nursing measures derived from both tests (CAT and NAT) were highly correlated (r=.97) and their measurement precisions were not statistically different (P=.49) as expected. CAT required fewer items than NAT (an efficiency gain of 32%), suggesting a reduced burden for respondents. There were significant differences in work tenure between the 2 groups (bullied and nonbullied) at a cutoff point of 6 years at 1 worksite. An AUROC of 0.75 (95% CI 0.68-0.79) with logits greater than –4.2 (or >30 in summation) was defined as being highly likely bullied in a workplace. With CAT-based administration of the NAQ-R for nurses, their burden was substantially reduced without compromising measurement precision.","cat required fewer items than nat (an efficiency gain of 32%), suggesting a reduced burden for respondents.",,Correct,,\ndiscussion\nkey findings\nthe results from this study indicate that the 22-item naq-r is considered unidimensional.,,,Correct,,No,Yes,Yes,,Yes
/articles.txt.I-N/J_Med_Internet_Res/J_Med_Internet_Res_2014_Dec_2_16(12)_e267.txt,"Doctors are uncertain of their ethical and legal obligations when communicating with patients online. Professional guidelines for patient-doctor interaction online have been written with limited quantitative data about doctors’ current usage and attitudes toward the medium. Further research into these trends will help to inform more focused policy and guidelines for doctors communicating with patients online. The intent of the study was to provide the first national profile of Australian doctors’ attitudes toward and use of online social media. The study involved a quantitative, cross-sectional online survey of Australian doctors using a random sample from a large representative database. Of the 1500 doctors approached, 187 participated (12.47%). Most participants used social media privately, with only one-quarter not using any social media websites at all (48/187, 25.7%). One in five participants (30/155, 19.4%) had received a “friend request” from a patient. There was limited use of online communication in clinical practice: only 30.5% (57/187) had communicated with a patient through email and fewer than half (89/185, 48.1%) could offer their patients electronic forms of information if that were the patients’ preference. Three in five participants (110/181, 60.8%) reported not being uncomfortable about interacting with patients who had accessed personal information about them online, prior to the consultation. Most of the participants (119/181, 65.8%) were hesitant to immerse themselves more fully in social media and online communication due to worries about public access and legal concerns. Doctors have different practices and views regarding whether or how to communicate appropriately with patients on the Internet, despite online and social media becoming an increasingly common feature of clinical practice. Additional training would assist doctors in protecting their personal information online, integrating online communication in patient care, and guidance on the best approach in ethically difficult online situations.","doctors have different practices and views regarding whether or how to communicate appropriately with patients on the Internet, despite online and social media becoming an increasingly common feature of clinical practice.",,Correct,,objective\nthe intent of the study was to provide the first national profile of australian doctors\u2019 attitudes toward and use of online social media.,,,Incorrect,,No,No,Yes,,
/articles.txt.I-N/J_Neuroengineering_Rehabil/J_Neuroengineering_Rehabil_2007_May_29_4_16.txt,"The current study investigated the repeatability (test-retest reliability) of ground reaction force parameters recorded during a voluntary step execution under single (motor task) and dual task (motor and cognitive task) conditions for healthy adults and elderly individuals as well as the number of trials required to produce repeatable results. Twenty-four healthy adults (21–63 years old) and 16 elderly adults (66–87 years) performed a voluntary rapid step execution following a tap on their heel while standing on a force platform under single and dual task conditions on three separate occasions. The first two tests were performed 30–60 minutes apart and the third test was performed a week later. Variables analyzed from the ground reaction force data included onset latency of step initiation (initiation phase), preparation and swing phases, foot-off and foot-contact times. Intraclass correlation coefficients (ICC(2,1)) were good to excellent across all parameters and test conditions for the pooled population and for elderly (0.74–0.92 and 0.62–0.88, respectively) except for the swing phase duration where lower values were seen (0.54–0.60 and 0.32–0.64 respectively). Values were similar under single and dual task conditions. A voluntary step execution test, performed under single and dual task conditions especially foot-off and foot-contact times, is a reliable outcome measure that may be a useful tool to asses dynamic balance function for diagnostic purposes as well as clinical intervention trials.",the current study investigated the repeatability (test-retest reliability) of ground reaction force parameters recorded during a voluntary step execution under single (motor task) and dual task (motor and cognitive task) conditions for healthy adults and elderly individuals as well as the number of trials required to produce repeatable results.,,Incorrect,,"discussion\nresults from the current study provide show that step initiation phase duration, time to foot-off, time to foot-contact, preparatory phase extracted from the ground reaction force during a voluntary step execution have good to high intra- as well as inter-tester reliability across age groups under both single and dual task conditions.",,,Incorrect,,No,Yes,Yes,,
/articles.txt.I-N/J_Neuroengineering_Rehabil/J_Neuroengineering_Rehabil_2004_Dec_23_1_13.txt,"Virtual environments (VE) are a powerful tool for various forms of rehabilitation. Coupling VE with high-speed networking [Tele-Immersion] that approaches speeds of 100 Gb/sec can greatly expand its influence in rehabilitation. Accordingly, these new networks will permit various peripherals attached to computers on this network to be connected and to act as fast as if connected to a local PC. This innovation may soon allow the development of previously unheard of networked rehabilitation systems. Rapid advances in this technology need to be coupled with an understanding of how human behavior is affected when immersed in the VE. This paper will discuss various forms of VE that are currently available for rehabilitation. The characteristic of these new networks and examine how such networks might be used for extending the rehabilitation clinic to remote areas will be explained. In addition, we will present data from an immersive dynamic virtual environment united with motion of a posture platform to record biomechanical and physiological responses to combined visual, vestibular, and proprioceptive inputs. A 6 degree-of-freedom force plate provides measurements of moments exerted on the base of support. Kinematic data from the head, trunk, and lower limb was collected using 3-D video motion analysis. Our data suggest that when there is a confluence of meaningful inputs, neither vision, vestibular, or proprioceptive inputs are suppressed in healthy adults; the postural response is modulated by all existing sensory signals in a non-additive fashion. Individual perception of the sensory structure appears to be a significant component of the response to these protocols and underlies much of the observed response variability. The ability to provide new technology for rehabilitation services is emerging as an important option for clinicians and patients. The use of data mining software would help analyze the incoming data to provide both the patient and the therapist with evaluation of the current treatment and modifications needed for future therapies. Quantification of individual perceptual styles in the VE will support development of individualized treatment programs. The virtual environment can be a valuable tool for therapeutic interventions that require adaptation to complex, multimodal environments.","our data suggest that when there is a confluence of meaningful inputs, neither vision, vestibular, or proprioceptive inputs are suppressed in healthy adults; the postural response is modulated by all existing sensory signals in a non-additive fashion.",,Correct,,"results\nour data suggest that when there is a confluence of meaningful inputs, neither vision, vestibular, or proprioceptive inputs are suppressed in healthy adults; the postural response is modulated by all existing sensory signals in a non-additive fashion.",,,Correct,,Yes,Yes,Yes,,Yes
/articles.txt.I-N/J_Neuroimmune_Pharmacol/J_Neuroimmune_Pharmacol_2010_Mar_20_5(1)_92-102.txt,"Infection of the central nervous system with human immunodeficiency virus type 1 (HIV-1) can produce morphological changes in the neocortical synaptodendritic arbor that are correlated with neurocognitive impairment. To determine whether HIV-1 infection influences the protein composition of human synapses, a proteomic study of isolated nerve endings was undertaken. Synaptosomes from frontal neocortex were isolated using isopyknic centrifugation from 19 human brain specimens. Purity and enrichment were assessed by measuring pre- and postsynaptic protein markers. Two-dimensional polyacrylamide gel electrophoresis and matrix-assisted laser desorption ionization time-of-flight mass spectrometry was used to screen for proteins differentially expressed in HIV/AIDS. The concentrations of 31 candidate protein spots were potentially abnormal in HIV-infected decedents with HIV encephalitis and/or increased expression of immunoproteasome subunits. Immunoblots showed that the concentration of some of them was related to HIV-1 infection of the brain and immunoproteasome (IPS) induction. Synapsin 1b and stathmin were inversely related to brain HIV-1 load; 14-3-3? and 14-4-4? proteins were higher in subjects with HIV-1 loads. Perturbed synaptosome proteins were linked with IPS subunit composition, and 14-3-3? was histologically colocalized with IPS subunits in stained neocortical neurons. Proteomics illustrates that certain human proteins within the synaptic compartment are involved with changes in the synaptodendritic arbor and neurocognitive impairment in HIV-1-infected people.","to determine whether hiv-1 infection influences the protein composition of human synapses, a proteomic study of isolated nerve endings was undertaken.",,Incorrect,,these new observations provide increased support for the hypothesis that hiv-1 infection perturbs the protein economy of the synaptic compartment by modulation of the ups.,,,Correct,,No,Yes,No,,Yes
/articles.txt.I-N/J_Parkinsons_Dis/J_Parkinsons_Dis_2013_3(1)_1-11.txt,"The definition of Parkinson’s disease (PD) is changing with the expansion of clinical phenomenology and improved understanding of environmental and genetic influences that impact on the pathogenesis of the disease at the cellular and molecular level. This had led to debate and discussion with as yet, no general acceptance of the direction that change should take either at the level of diagnosis or of what should and should not be sheltered under an umbrella of PD. This article is one contribution to this on-going discussion. There are two different themes running through the article - widening the definition of PD/LBD/synucleinopathies and the heterogeneity that exists within PD itself from a clinical, pathological and genetic per-spective. The conclusion reached is that in the future, further diagnostic categories will need to be recognized. These are likely to include - Parkinson’s syndrome, Parkinson’s syndrome likely to be Lewy body PD, clinical PD (defined by QSBB criteria), Lewy body disease (PD, LBD, REM SBD) and synucleinopathies (including LBD, MSA).","the conclusion reached is that in the future, further diagnostic categories will need to be recognized.",,Correct,,the differentiation between forms of pd with lewy pathology and those without lewy pathology provides an important distinction in the overall definition of what constitutes pd.,,,Incorrect,,No,Yes,No,,
/articles.txt.I-N/J_Nonverbal_Behav/J_Nonverbal_Behav_2013_Sep_16_37(3)_153-163.txt,"This article is distributed under the terms of the Creative Commons Attribution License which permits any use, distribution, and reproduction in any medium, provided the original author(s) and the source are credited.Many studies have demonstrated that smell is an important sense in social interactions, and recently it was determined that olfactory cues might also convey information concerning certain personality traits. The present study investigated whether personality traits might be recognized using olfactory cues in contexts other than male–female interactions. 75 children (35 girls and 40 boys, M = 8.29 years) and 75 young adults (41 women and 34 men, M = 20.5 years) rated the personality traits of 50 unknown individuals (24 women and 26 men, M = 24.02 years) based on their body odor. The correlations between scent ratings and the self-assessed personality dimensions of odor donors were analyzed. The results show that both children and adults assess neuroticism relatively accurately, whereas only adults recognized dominance. These results suggest that olfaction supplements visual and auditory cues throughout our whole lives, contributing to the first impression accuracy of certain personality traits.","these results suggest that olfaction supplements visual and auditory cues throughout our whole lives, contributing to the first impression accuracy of certain personality traits.",,Correct,,"the results show that human body odor might convey important information regarding personality traits, and olfaction may supplement visual and auditory cues, thereby contributing to the accuracy of first impressions.",,,Correct,,No,Yes,No,,Yes
/articles.txt.I-N/J_Mater_Sci/J_Mater_Sci_2012_Oct_12_47(5)_2078-2087.txt,"A new approach to functionalize the surface of polyester textiles is described in this study. Functionalization was achieved by incorporating pH/temperature-responsive polyelectrolyte microgels into the textile surface layer using UV irradiation. The aim of functionalization was to regulate polyester wettability according to ambient conditions by imparting stimuli-responsiveness from the microgel to the textile itself. Microgels consisted of pH/thermo-responsive microparticles of poly(N-isopropylacrylamide-co-acrylic acid) either alone or complexed with the pH-responsive natural polysaccharide chitosan. Scanning Electron Microscopy, X-ray Photoelectron Spectroscopy, ?-potential measurements, and topographical analysis were used for surface characterization. Wettability of polyester textiles was assessed by dynamic wetting, water vapor transfer, and moisture regain measurements. One of the main findings showed that the polyester surface was rendered pH-responsive, both in acidic and alkaline pH region, owing to the microgel incorporation. With a marked relaxation in their structure and an increase in their microporosity, the functionalized textiles exhibited higher water vapor transfer rates both at 20 and 40 °C, and 65% relative humidity compared with the reference polyester. Also, at 40 °C, i.e., above the microgel Lower Critical Solution Temperature, the functionalized polyester textiles had lower moisture regains than the reference. Finally, the type of the incorporated microgel affected significantly the polyester total absorption times, with an up to 300% increase in one case and an up to 80% decrease in another case. These findings are promising for the development of functional textile materials with possible applications in biotechnology, technical, and protective clothing.","one of the main findings showed that the polyester surface was rendered ph-responsive, both in acidic and alkaline ph region, owing to the microgel incorporation.",,Correct,,"1 high resolution sem images of polyester: a reference (pet r); b functionalized with microgel m (pet rm); c functionalized with microgel cm (pet rcm)\n\n\n\nbased on dynamic surface tension measurements (data from measurements at the water/air interface were not shown in this study), both pniaa microparticles and cm complexes were found to be surface active.",,,Incorrect,,No,No,No,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,Correct,38,,,,Correct,22,,,,,,
,,,Incorrect,12,,,,Incorrect,28,,,,,,
,,,Accuracy:,0.76,,,,Accuracy,0.44,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,Similar extracted sentence:,,,5 of 50,,,,,,,
,,,,,Multiple sentences extracted:,,,19 of 50,,,,,,,
,,,,,Claims extracted that were not the core sentence:,,,,,16 of 28,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
AIDA check:,Atomic,Independent,Declarative,Absolute,AIDA,,Rewritten sentence:,,,Atomic,Independent,Declarative,Absolute,AIDA,
"Discussion\nThe results do not support H1, and show that participants generally favored biomedical factors as perceived causes and cures/treatments of GID.",x,x,D,x,-,,Participants generally favored biomedical factors as perceived causes and cures/treatments of GID. ,,,A,I,D,A,+,
These data suggest that short-term (4 hr) CS negatively impacts mitochondrial function following transplantation.,A,x,D,x,-,,Short-term (4 hr) CS negatively impacts mitochondrial function following transplantation.,,,A,I,D,A,+,
"at this early stage of disease, viraemia levels may have been low.31\n\nIn conclusion, our data confirm earlier findings that dengue is highly endemic in Southern Vietnam and shows that all four serotypes are prevalent.",x,x,x,x,-,,"at this early stage of disease, viraemia levels may have been low.31all four serotypes are prevalent.",,,x,I,x,x,-,
"5. Conclusions\nIn conclusion, the present study shows increased prevalence of substance abuse among rural population in Iran.",A,x,D,x,-,,"In conclusion, the present study shows increased prevalence of substance abuse among rural population in Iran.",,,A,x,D,x,-,
These findings suggest that there may be an elevated crash risk among ED patients and needs further verification with larger samples to determine whether further screening and interventions are warranted.,x,x,D,x,-,,There is an elevated crash risk among ED patients and needs further verification with larger samples to determine whether further screening and interventions are warranted.,,,x,I,D,A,-,
"Our findings support results from previous studies which suggest that individuals that engage only in SBEs do show an eating disturbance that is associated with eating-related and general psychopathology [4,14,24-26,34].",A,x,D,x,-,,"Individuals that engage only in SBEs do show an eating disturbance that is associated with eating-related and general psychopathology [4,14,24-26,34].",,,A,I,D,A,+,
"Discussion\nMain findings\nOur study demonstrates that medical students demand not only an app for educational purposes such as exam preparation, but for an app for undergraduate and post-graduate medical education that accompanies them in daily practice.",A,x,D,x,-,,"Medical students demand not only an app for educational purposes such as exam preparation, but for an app for undergraduate and post-graduate medical education that accompanies them in daily practice.",,,A,I,D,A,+,
\nDiscussion\nKey findings\nThe results from this study indicate that the 22-item naq-r is considered unidimensional.,A,x,D,x,-,,The 22-item naq-r is considered unidimensional.,,,A,I,D,A,+,
These new observations provide increased support for the hypothesis that HIV-1 infection perturbs the protein economy of the synaptic compartment by modulation of the ups.,A,x,D,x,-,,HIV-1 infection perturbs the protein economy of the synaptic compartment by modulation of the ups.,,,A,I,D,A,+,
"The results show that human body odor might convey important information regarding personality traits, and olfaction may supplement visual and auditory cues, thereby contributing to the accuracy of first impressions.",x,x,D,x,-,,"Human body odor conveys important information regarding personality traits, and olfaction supplements visual and auditory cues, thereby contributing to the accuracy of first impressions.",,,x,I,D,A,-,
"Conclusion\nTaken together, our study demonstrated that ptx-etp/plga np based combination therapy holds significant potential towards the treatment of osteosarcoma.",x,x,D,x,-,,Ptx-etp/plga np based combination therapy holds potential towards the treatment of osteosarcoma.,,,A,I,D,A,+,
"Results\nOur data suggest that when there is a confluence of meaningful inputs, neither vision, vestibular, or proprioceptive inputs are suppressed in healthy adults; the postural response is modulated by all existing sensory signals in a non-additive fashion.",x,x,D,x,-,,"When there is a confluence of meaningful inputs, neither vision, vestibular, or proprioceptive inputs are suppressed in healthy adults; the postural response is modulated by all existing sensory signals in a non-additive fashion.",,,x,I,D,A,-,
"The current results therefore support treatment with positive airway pressure methods, rather than oa treatment, in patients with severe oxygen desaturations from the diagnostic sleep studies, independent of osa severity judged by the AHI only.",x,x,D,x,-,,"The current results therefore support treatment with positive airway pressure methods, rather than oa treatment, in patients with severe oxygen desaturations from the diagnostic sleep studies, independent of osa severity judged by the AHI only.",,,x,x,D,x,-,
"Altogether, we found that the results support the use of our algorithm for identifying episodes of care for fall-related injuries.",A,x,D,x,-,,The results support the use of our algorithm for identifying episodes of care for fall-related injuries.,,,A,x,D,x,-,
"It has been shown previously that linezolid and clindamycin act synergistically to reduce toxin expression.21 Our study, although limited by a single MSSA strain, does however suggests that, at least in the presence of flucloxacillin, this may not be the case.",x,x,D,x,-,,"It has been shown previously that linezolid and clindamycin act synergistically to reduce toxin expression.21 Our study, although limited by a single MSSA strain, does however suggests that, at least in the presence of flucloxacillin, this may not be the case.",,,x,x,D,x,-,
These data suggest that further improvements in the transition process are needed and illustrate important considerations from the point of view of young adults who have already transferred care.,A,x,D,x,-,,Further improvements in the transition process are needed and illustrate important considerations from the point of view of young adults who have already transferred care.,,,A,I,D,A,+,
"In summary, this data confirms the importance of both HIF-1\u03b1 and VEGF for neurite extension in the presence of physiologically relevant oxygen tensions, and these findings may serve to identify novel targets and approaches to enhance neural differentiation.",x,x,D,x,-,,"In summary, this data confirms the importance of both HIF-1\u03b1 and vegf for neurite extension in the presence of physiologically relevant oxygen tensions, and these findings may serve to identify novel targets and approaches to enhance neural differentiation.",,,x,x,D,x,-,
"The results of our study provide a detailed description of the porcine preganglionic neuroarchitecture of neurons controlling the SCG, setting the stage for further studies concerning spn plasticity under experimental/pathological conditions.",x,x,D,x,-,,"The results of our study provide a detailed description of the porcine preganglionic neuroarchitecture of neurons controlling the SCG, setting the stage for further studies concerning spn plasticity under experimental/pathological conditions.",,,x,x,D,x,-,
"Conclusions\nResults reported in this study highlight that M. Punicifolia extract is able to produce a strong antagonistic effect against pseudomonas species and B. Thermosphacta, involved in the spoilage of fresh meat products.",x,x,D,x,-,,"M. Punicifolia extract is able to produce a strong antagonistic effect against pseudomonas species and B. Thermosphacta, involved in the spoilage of fresh meat products.",,,x,I,D,A,-,
Sensitivity analysis indicates that reducing the estimated km parameter for lox isozyme 3 (l-3) would improve the fit between model predictions and experimental results found in the literature.,A,x,D,x,-,,Reducing the estimated km parameter for lox isozyme 3 (l-3) improves the fit between model predictions and experimental results found in the literature.,,,A,x,D,x,-,
"In conclusion, these results suggest that topiramate is\neffective in the prophylactic treatment of migraine.",A,x,D,x,-,,Topiramate is effective in the prophylactic treatment of migraine.,,,A,I,D,A,+,
,,,,,,,,,,,,,,,
"4. Discussion\nThe results, which show a high use of tobacco and widespread alcohol abuse, indicate a relationship between use of substances, parental absence, a lot of spending money and low perception of risk.",x,I,x,x,-,,Error,,,,,,,,
